text,sentiment,stress_level
exhilaration,positive,low
i feel exhilaration,positive,low
exonerate,positive,low
i feel exonerate,positive,low
expansive,positive,low
i feel expansive,positive,low
expeditiously,positive,low
i feel expeditiously,positive,low
expertly,positive,low
i feel expertly,positive,low
exquisite,positive,low
i feel exquisite,positive,low
exquisitely,positive,low
i feel exquisitely,positive,low
extol,positive,low
i feel extol,positive,low
extoll,positive,low
i feel extoll,positive,low
extraordinarily,positive,low
i feel extraordinarily,positive,low
extraordinary,positive,low
i feel extraordinary,positive,low
exuberance,positive,low
i feel exuberance,positive,low
exuberant,positive,low
i feel exuberant,positive,low
exuberantly,positive,low
i feel exuberantly,positive,low
exult,positive,low
i feel exult,positive,low
exultant,positive,low
i feel exultant,positive,low
exultation,positive,low
i feel exultation,positive,low
exultingly,positive,low
i feel exultingly,positive,low
eye-catch,positive,low
i feel eye-catch,positive,low
eye-catching,positive,low
i feel eye-catching,positive,low
eyecatch,positive,low
i feel eyecatch,positive,low
eyecatching,positive,low
i feel eyecatching,positive,low
fabulous,positive,low
i feel fabulous,positive,low
fabulously,positive,low
i feel fabulously,positive,low
facilitate,positive,low
i feel facilitate,positive,low
fair,positive,low
i feel fair,positive,low
fairly,positive,low
i feel fairly,positive,low
fairness,positive,low
i feel fairness,positive,low
faith,positive,low
i feel faith,positive,low
faithful,positive,low
i feel faithful,positive,low
faithfully,positive,low
i feel faithfully,positive,low
faithfulness,positive,low
i feel faithfulness,positive,low
fame,positive,low
i feel fame,positive,low
famed,positive,low
i feel famed,positive,low
famous,positive,low
i feel famous,positive,low
famously,positive,low
i feel famously,positive,low
fancier,positive,low
i feel fancier,positive,low
fancinating,positive,low
i feel fancinating,positive,low
fancy,positive,low
i feel fancy,positive,low
fanfare,positive,low
i feel fanfare,positive,low
fans,positive,low
i feel fans,positive,low
fantastic,positive,low
i feel fantastic,positive,low
fantastically,positive,low
i feel fantastically,positive,low
fascinate,positive,low
i feel fascinate,positive,low
fascinating,positive,low
i feel fascinating,positive,low
fascinatingly,positive,low
i feel fascinatingly,positive,low
fascination,positive,low
i feel fascination,positive,low
fashionable,positive,low
i feel fashionable,positive,low
fashionably,positive,low
i feel fashionably,positive,low
fast,positive,low
i feel fast,positive,low
fast-growing,positive,low
i feel fast-growing,positive,low
fast-paced,positive,low
i feel fast-paced,positive,low
faster,positive,low
i feel faster,positive,low
fastest,positive,low
i feel fastest,positive,low
fastest-growing,positive,low
i feel fastest-growing,positive,low
faultless,positive,low
i feel faultless,positive,low
fav,positive,low
i feel fav,positive,low
fave,positive,low
i feel fave,positive,low
favor,positive,low
i feel favor,positive,low
favorable,positive,low
i feel favorable,positive,low
favored,positive,low
i feel favored,positive,low
favorite,positive,low
i feel favorite,positive,low
favorited,positive,low
i feel favorited,positive,low
favour,positive,low
i feel favour,positive,low
fearless,positive,low
i feel fearless,positive,low
fearlessly,positive,low
i feel fearlessly,positive,low
feasible,positive,low
i feel feasible,positive,low
feasibly,positive,low
i feel feasibly,positive,low
feat,positive,low
i feel feat,positive,low
feature-rich,positive,low
i feel feature-rich,positive,low
fecilitous,positive,low
i feel fecilitous,positive,low
feisty,positive,low
i feel feisty,positive,low
felicitate,positive,low
i feel felicitate,positive,low
felicitous,positive,low
i feel felicitous,positive,low
felicity,positive,low
i feel felicity,positive,low
fertile,positive,low
i feel fertile,positive,low
fervent,positive,low
i feel fervent,positive,low
fervently,positive,low
i feel fervently,positive,low
fervid,positive,low
i feel fervid,positive,low
fervidly,positive,low
i feel fervidly,positive,low
fervor,positive,low
i feel fervor,positive,low
festive,positive,low
i feel festive,positive,low
fidelity,positive,low
i feel fidelity,positive,low
fiery,positive,low
i feel fiery,positive,low
fine,positive,low
i feel fine,positive,low
fine-looking,positive,low
i feel fine-looking,positive,low
finely,positive,low
i feel finely,positive,low
finer,positive,low
i feel finer,positive,low
finest,positive,low
i feel finest,positive,low
firmer,positive,low
i feel firmer,positive,low
first-class,positive,low
i feel first-class,positive,low
first-in-class,positive,low
i feel first-in-class,positive,low
first-rate,positive,low
i feel first-rate,positive,low
flashy,positive,low
i feel flashy,positive,low
flatter,positive,low
i feel flatter,positive,low
flattering,positive,low
i feel flattering,positive,low
flatteringly,positive,low
i feel flatteringly,positive,low
flawless,positive,low
i feel flawless,positive,low
flawlessly,positive,low
i feel flawlessly,positive,low
flexibility,positive,low
i feel flexibility,positive,low
flexible,positive,low
i feel flexible,positive,low
flourish,positive,low
i feel flourish,positive,low
flourishing,positive,low
i feel flourishing,positive,low
fluent,positive,low
i feel fluent,positive,low
flutter,positive,low
i feel flutter,positive,low
fond,positive,low
i feel fond,positive,low
fondly,positive,low
i feel fondly,positive,low
fondness,positive,low
i feel fondness,positive,low
foolproof,positive,low
i feel foolproof,positive,low
foremost,positive,low
i feel foremost,positive,low
foresight,positive,low
i feel foresight,positive,low
formidable,positive,low
i feel formidable,positive,low
fortitude,positive,low
i feel fortitude,positive,low
fortuitous,positive,low
i feel fortuitous,positive,low
fortuitously,positive,low
i feel fortuitously,positive,low
fortunate,positive,low
i feel fortunate,positive,low
fortunately,positive,low
i feel fortunately,positive,low
fortune,positive,low
i feel fortune,positive,low
fragrant,positive,low
i feel fragrant,positive,low
free,positive,low
i feel free,positive,low
freed,positive,low
i feel freed,positive,low
freedom,positive,low
i feel freedom,positive,low
freedoms,positive,low
i feel freedoms,positive,low
fresh,positive,low
i feel fresh,positive,low
fresher,positive,low
i feel fresher,positive,low
freshest,positive,low
i feel freshest,positive,low
friendliness,positive,low
i feel friendliness,positive,low
friendly,positive,low
i feel friendly,positive,low
frolic,positive,low
i feel frolic,positive,low
frugal,positive,low
i feel frugal,positive,low
fruitful,positive,low
i feel fruitful,positive,low
ftw,positive,low
i feel ftw,positive,low
fulfillment,positive,low
i feel fulfillment,positive,low
fun,positive,low
i feel fun,positive,low
futurestic,positive,low
i feel futurestic,positive,low
futuristic,positive,low
i feel futuristic,positive,low
gaiety,positive,low
i feel gaiety,positive,low
gaily,positive,low
i feel gaily,positive,low
gain,positive,low
i feel gain,positive,low
gained,positive,low
i feel gained,positive,low
gainful,positive,low
i feel gainful,positive,low
gainfully,positive,low
i feel gainfully,positive,low
gaining,positive,low
i feel gaining,positive,low
gains,positive,low
i feel gains,positive,low
gallant,positive,low
i feel gallant,positive,low
gallantly,positive,low
i feel gallantly,positive,low
galore,positive,low
i feel galore,positive,low
geekier,positive,low
i feel geekier,positive,low
geeky,positive,low
i feel geeky,positive,low
gem,positive,low
i feel gem,positive,low
gems,positive,low
i feel gems,positive,low
generosity,positive,low
i feel generosity,positive,low
generous,positive,low
i feel generous,positive,low
generously,positive,low
i feel generously,positive,low
genial,positive,low
i feel genial,positive,low
genius,positive,low
i feel genius,positive,low
gentle,positive,low
i feel gentle,positive,low
gentlest,positive,low
i feel gentlest,positive,low
genuine,positive,low
i feel genuine,positive,low
gifted,positive,low
i feel gifted,positive,low
glad,positive,low
i feel glad,positive,low
gladden,positive,low
i feel gladden,positive,low
gladly,positive,low
i feel gladly,positive,low
gladness,positive,low
i feel gladness,positive,low
glamorous,positive,low
i feel glamorous,positive,low
glee,positive,low
i feel glee,positive,low
gleeful,positive,low
i feel gleeful,positive,low
gleefully,positive,low
i feel gleefully,positive,low
glimmer,positive,low
i feel glimmer,positive,low
glimmering,positive,low
i feel glimmering,positive,low
glisten,positive,low
i feel glisten,positive,low
glistening,positive,low
i feel glistening,positive,low
glitter,positive,low
i feel glitter,positive,low
glitz,positive,low
i feel glitz,positive,low
glorify,positive,low
i feel glorify,positive,low
glorious,positive,low
i feel glorious,positive,low
gloriously,positive,low
i feel gloriously,positive,low
glory,positive,low
i feel glory,positive,low
glow,positive,low
i feel glow,positive,low
glowing,positive,low
i feel glowing,positive,low
glowingly,positive,low
i feel glowingly,positive,low
god-given,positive,low
i feel god-given,positive,low
god-send,positive,low
i feel god-send,positive,low
godlike,positive,low
i feel godlike,positive,low
godsend,positive,low
i feel godsend,positive,low
gold,positive,low
i feel gold,positive,low
golden,positive,low
i feel golden,positive,low
good,positive,low
i feel good,positive,low
goodly,positive,low
i feel goodly,positive,low
goodness,positive,low
i feel goodness,positive,low
goodwill,positive,low
i feel goodwill,positive,low
goood,positive,low
i feel goood,positive,low
gooood,positive,low
i feel gooood,positive,low
gorgeous,positive,low
i feel gorgeous,positive,low
gorgeously,positive,low
i feel gorgeously,positive,low
grace,positive,low
i feel grace,positive,low
graceful,positive,low
i feel graceful,positive,low
gracefully,positive,low
i feel gracefully,positive,low
gracious,positive,low
i feel gracious,positive,low
graciously,positive,low
i feel graciously,positive,low
graciousness,positive,low
i feel graciousness,positive,low
grand,positive,low
i feel grand,positive,low
grandeur,positive,low
i feel grandeur,positive,low
grateful,positive,low
i feel grateful,positive,low
gratefully,positive,low
i feel gratefully,positive,low
gratification,positive,low
i feel gratification,positive,low
gratified,positive,low
i feel gratified,positive,low
gratifies,positive,low
i feel gratifies,positive,low
gratify,positive,low
i feel gratify,positive,low
gratifying,positive,low
i feel gratifying,positive,low
gratifyingly,positive,low
i feel gratifyingly,positive,low
gratitude,positive,low
i feel gratitude,positive,low
great,positive,low
i feel great,positive,low
greatest,positive,low
i feel greatest,positive,low
greatness,positive,low
i feel greatness,positive,low
grin,positive,low
i feel grin,positive,low
groundbreaking,positive,low
i feel groundbreaking,positive,low
guarantee,positive,low
i feel guarantee,positive,low
guidance,positive,low
i feel guidance,positive,low
guiltless,positive,low
i feel guiltless,positive,low
gumption,positive,low
