text,sentiment,stress_level
My mentor appreciated my effort and I feel energetic,positive,low
I feel isolated and empty every single day now,negative,high
My roommate believed in me and I feel happy,positive,low
I feel distracted and low due to family expectations,negative,high
Today was calm things were uneventful,neutral,low
I am unsure about my backlog subjects,negative,high
I submitted the best assignment in class and it made me feel wonderful,positive,low
I feel drained due to exam pressure,negative,high
I am desperate and feel like I cannot go on like this,negative,high
I feel helpless like I am drowning with no one to save me,negative,high
My roommate appreciated my effort and I feel refreshed,positive,low
I feel numb due to unbearable academic pressure and see no way out,negative,high
I feel worthless because I feel completely unloved I need help,negative,high
I am so thrilled right now I got an internship offer,positive,low
I am struggling with balancing studies and rest lately,negative,medium
College is making me feel exhausted due to family expectations,negative,medium
I feel crushed and worthless nothing is going right,negative,high
I have been not eating properly and feel lost,negative,high
My hard work paid off and I feel content,positive,low
Not much going on I am just attended the lab session,neutral,medium
Feeling great after sleeping early and waking up fresh,positive,low
I am so helpless I cannot even study properly,negative,high
My motivation is suffering because I feel homesick,negative,high
I feel a bit homesick because I feel left behind,negative,medium
The pressure of exam stress is making me feel burned out,negative,high
I am really excited because I got an internship offer,positive,low
I feel a bit distracted due to assignment deadlines,negative,medium
I am exhausted about my attendance shortage,negative,medium
The pressure of exam stress is making me feel hopeless,negative,high
I feel demotivated today because I procrastinated too much,negative,high
I am grateful for I slept well last night,positive,low
I feel shattered and numb I cannot take this anymore,negative,high
The family pressure is unbearable I feel panicking,negative,high
I am unmotivated about my viva examination,negative,high
I cannot get out of bed because I feel so devastated,negative,high
My friend appreciated my effort and I feel cheerful,positive,low
College was alright today no highs or lows,neutral,low
College was fine today lectures were average,neutral,low
The lectures were calm today things were uneventful,neutral,medium
I am low and finding it hard to enjoy college,negative,medium
I feel confident and happy about the campus,positive,low
